"","t","doEcdf","rfeVars","resample","model","vars","acc","kappa","numChains","nrowData","truth","pred"
"56",1,FALSE,FALSE,14,"A1",49,0.236363636363636,-0.0694444444444444,11,181,"p,c,a,p,p,c,c,a,p,a,c,p,p,p,c,c,p,a,p,p,c,a,a,p,a,a,p,a,p,c,c,p,p,p,p,c,p,p,c,c,a,p,a,c,c,p,a,a,c,p,p,a,a,p,p","p,a,a,a,a,a,a,c,a,a,a,c,a,a,a,c,a,a,p,a,a,c,c,a,c,a,a,c,p,a,a,c,a,a,a,a,a,a,c,a,a,a,p,a,a,c,a,c,c,a,a,a,c,a,a"
"57",1,TRUE,TRUE,15,"A1",11,0.1875,-0.101176470588235,11,188,"p,p,p,p,p,p,p,p,p,c,p,p,c,a,a,a,p,p,p,p,p,p,c,p,c,a,c,p,a,c,p,p,p,p,p,a,c,p,a,a,p,c,c,p,c,c,c,p","p,a,a,a,p,a,a,a,p,a,a,a,a,p,a,a,a,a,a,a,a,a,p,a,p,a,a,a,p,a,a,a,p,a,a,a,p,a,a,p,a,a,a,a,p,a,a,a"
"58",1,FALSE,TRUE,15,"A1",11,0.145833333333333,-0.0580645161290323,11,188,"p,p,p,p,p,p,p,p,p,c,p,p,c,a,a,a,p,p,p,p,p,p,c,p,c,a,c,p,a,c,p,p,p,p,p,a,c,p,a,a,p,c,c,p,c,c,c,p","a,a,a,a,p,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a"
"59",1,TRUE,FALSE,15,"A1",49,0.208333333333333,-0.0857142857142858,11,188,"p,p,p,p,p,p,p,p,p,c,p,p,c,a,a,a,p,p,p,p,p,p,c,p,c,a,c,p,a,c,p,p,p,p,p,a,c,p,a,a,p,c,c,p,c,c,c,p","p,a,a,a,p,a,a,a,p,a,a,a,a,p,a,a,p,a,a,a,a,a,p,a,p,a,a,a,p,a,a,a,p,a,a,a,p,a,a,p,a,a,a,a,p,a,a,a"
"60",1,FALSE,FALSE,15,"A1",49,0.125,-0.0838709677419354,11,188,"p,p,p,p,p,p,p,p,p,c,p,p,c,a,a,a,p,p,p,p,p,p,c,p,c,a,c,p,a,c,p,p,p,p,p,a,c,p,a,a,p,c,c,p,c,c,c,p","c,a,a,a,c,a,a,a,c,a,a,a,a,c,c,c,c,a,a,a,a,a,c,a,c,a,a,a,c,a,a,a,c,a,a,a,c,a,c,c,a,a,a,a,c,a,a,a"
"61",1,TRUE,TRUE,1,"depmix1",11,0.52,0,11,186,"a,c,p,p,c,p,p,p,p,p,p,a,a,a,p,p,p,p,p,p,c,c,p,c,c,p,a,p,p,c,a,a,p,a,c,p,p,c,c,a,p,a,c,c,p,p,c,p,p,c","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"62",1,FALSE,TRUE,1,"depmix1",11,0.2,-0.0330578512396694,11,186,"a,c,p,p,c,p,p,p,p,p,p,a,a,a,p,p,p,p,p,p,c,c,p,c,c,p,a,p,p,c,a,a,p,a,c,p,p,c,c,a,p,a,c,c,p,p,c,p,p,c","a,a,a,a,a,a,a,a,a,a,a,p,a,p,p,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"63",1,TRUE,FALSE,1,"depmix1",49,0.52,0,11,186,"a,c,p,p,c,p,p,p,p,p,p,a,a,a,p,p,p,p,p,p,c,c,p,c,c,p,a,p,p,c,a,a,p,a,c,p,p,c,c,a,p,a,c,c,p,p,c,p,p,c","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"64",1,FALSE,FALSE,1,"depmix1",49,0.44,0.0813648293963254,11,186,"a,c,p,p,c,p,p,p,p,p,p,a,a,a,p,p,p,p,p,p,c,c,p,c,c,p,a,p,p,c,a,a,p,a,c,p,p,c,c,a,p,a,c,c,p,p,c,p,p,c","a,a,p,a,p,p,p,p,c,p,a,p,c,p,p,p,p,p,p,a,a,a,a,c,a,a,c,p,p,p,p,p,c,p,p,p,p,p,a,a,c,a,a,c,a,p,p,p,p,p"
"65",1,TRUE,TRUE,2,"depmix1",11,0.54,0,8,186,"a,c,c,p,c,p,p,c,p,p,p,a,c,p,p,c,p,c,p,p,c,a,a,a,a,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,p,p,p,a,c,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"66",1,FALSE,TRUE,2,"depmix1",11,0.22,-0.0773480662983426,8,186,"a,c,c,p,c,p,p,c,p,p,p,a,c,p,p,c,p,c,p,p,c,a,a,a,a,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,p,p,p,a,c,p,p","a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,p,p,p,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a"
"67",1,TRUE,FALSE,2,"depmix1",49,0.54,0,8,186,"a,c,c,p,c,p,p,c,p,p,p,a,c,p,p,c,p,c,p,p,c,a,a,a,a,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,p,p,p,a,c,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"68",1,FALSE,FALSE,2,"depmix1",49,0.48,0.0627253064167267,8,186,"a,c,c,p,c,p,p,c,p,p,p,a,c,p,p,c,p,c,p,p,c,a,a,a,a,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,p,p,p,a,c,p,p","a,a,c,a,p,p,c,c,c,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,c,c,c,p,p,p,p,p,p,c,c,p,p,p,p,p,c,c,c,p,p,p"
"69",1,TRUE,TRUE,3,"depmix1",11,0.520833333333333,0,11,188,"c,a,c,p,p,p,p,a,p,p,c,p,p,p,p,a,c,p,p,p,a,a,p,p,c,p,a,p,p,p,c,a,a,a,a,a,p,c,c,p,c,c,c,c,p,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"70",1,FALSE,TRUE,3,"depmix1",11,0.145833333333333,-0.202933985330073,11,188,"c,a,c,p,p,p,p,a,p,p,c,p,p,p,p,a,c,p,p,p,a,a,p,p,c,p,a,p,p,p,c,a,a,a,a,a,p,c,c,p,c,c,c,c,p,p,p,p","a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,p,p,p,p,p,p,a,a,a,a,p,a,a,a,p,p,a,a"
"71",1,TRUE,FALSE,3,"depmix1",49,0.520833333333333,0,11,188,"c,a,c,p,p,p,p,a,p,p,c,p,p,p,p,a,c,p,p,p,a,a,p,p,c,p,a,p,p,p,c,a,a,a,a,a,p,c,c,p,c,c,c,c,p,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"72",1,FALSE,FALSE,3,"depmix1",49,0.479166666666667,0.0430622009569378,11,188,"c,a,c,p,p,p,p,a,p,p,c,p,p,p,p,a,c,p,p,p,a,a,p,p,c,p,a,p,p,p,c,a,a,a,a,a,p,c,c,p,c,c,c,c,p,p,p,p","a,a,a,a,p,p,p,p,p,a,p,p,p,p,p,p,p,p,p,p,p,p,p,p,a,c,c,p,c,p,p,p,p,p,p,p,p,p,p,p,p,p,a,c,p,p,p,p"
"73",1,TRUE,TRUE,4,"depmix1",11,0.64,0,12,186,"p,p,p,c,p,a,a,c,p,p,a,a,p,p,a,a,c,p,p,p,p,p,p,p,a,c,p,c,p,p,p,a,a,p,p,p,p,p,p,a,p,c,c,p,p,p,a,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"74",1,FALSE,TRUE,4,"depmix1",11,0.22,-0.045016077170418,12,186,"p,p,p,c,p,a,a,c,p,p,a,a,p,p,a,a,c,p,p,p,p,p,p,p,a,c,p,c,p,p,p,a,a,p,p,p,p,p,p,a,p,c,c,p,p,p,a,p,p,p","a,a,a,a,p,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,p,a,a,a"
"75",1,TRUE,FALSE,4,"depmix1",49,0.64,0,12,186,"p,p,p,c,p,a,a,c,p,p,a,a,p,p,a,a,c,p,p,p,p,p,p,p,a,c,p,c,p,p,p,a,a,p,p,p,p,p,p,a,p,c,c,p,p,p,a,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"76",1,FALSE,FALSE,4,"depmix1",49,0.36,-0.0603048376408218,12,186,"p,p,p,c,p,a,a,c,p,p,a,a,p,p,a,a,c,p,p,p,p,p,p,p,a,c,p,c,p,p,p,a,a,p,p,p,p,p,p,a,p,c,c,p,p,p,a,p,p,p","p,a,a,p,c,c,c,p,p,p,a,c,c,p,p,p,p,p,p,p,p,p,p,p,c,a,c,c,c,p,p,p,c,c,p,c,c,c,c,p,c,p,p,c,p,p,c,c,c,c"
"77",1,TRUE,TRUE,5,"depmix1",11,0.48,0,13,186,"p,p,a,a,p,c,p,a,c,p,p,p,p,c,a,c,c,a,c,c,p,a,c,p,a,a,c,p,p,p,p,p,a,a,c,p,p,a,a,p,p,c,p,p,p,p,a,p,c,c","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"78",1,FALSE,TRUE,5,"depmix1",11,0.26,-0.0243632336655593,13,186,"p,p,a,a,p,c,p,a,c,p,p,p,p,c,a,c,c,a,c,c,p,a,c,p,a,a,c,p,p,p,p,p,a,a,c,p,p,a,a,p,p,c,p,p,p,p,a,p,c,c","a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,p,a,a,p,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"79",1,TRUE,FALSE,5,"depmix1",49,0.48,0,13,186,"p,p,a,a,p,c,p,a,c,p,p,p,p,c,a,c,c,a,c,c,p,a,c,p,a,a,c,p,p,p,p,p,a,a,c,p,p,a,a,p,p,c,p,p,p,p,a,p,c,c","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"80",1,FALSE,FALSE,5,"depmix1",49,0.34,-0.0549872122762148,13,186,"p,p,a,a,p,c,p,a,c,p,p,p,p,c,a,c,c,a,c,c,p,a,c,p,a,a,c,p,p,p,p,p,a,a,c,p,p,a,a,p,p,c,p,p,p,p,a,p,c,c","p,p,p,c,c,a,a,c,p,p,p,a,a,p,p,p,p,a,a,a,a,a,a,a,p,p,p,p,p,p,p,c,c,c,c,p,c,p,c,c,c,c,c,p,p,p,p,p,p,p"
"81",1,TRUE,TRUE,6,"depmix1",11,0.479166666666667,0,9,188,"c,c,c,c,a,p,p,p,c,a,a,p,a,c,p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,a,a,p,a,a,p,a,a,a,a,p,p,p,p,p,p,a,c,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"82",1,FALSE,TRUE,6,"depmix1",11,0.3125,-0.109243697478992,9,188,"c,c,c,c,a,p,p,p,c,a,a,p,a,c,p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,a,a,p,a,a,p,a,a,a,a,p,p,p,p,p,p,a,c,p","p,a,a,a,a,a,p,p,a,a,a,a,a,a,a,a,a,p,a,a,p,a,a,a,a,a,a,a,a,a,a,a,p,a,a,p,p,p,p,a,a,a,a,a,a,a,a,a"
"83",1,TRUE,FALSE,6,"depmix1",49,0.479166666666667,0,9,188,"c,c,c,c,a,p,p,p,c,a,a,p,a,c,p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,a,a,p,a,a,p,a,a,a,a,p,p,p,p,p,p,a,c,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"84",1,FALSE,FALSE,6,"depmix1",49,0.333333333333333,-0.051334702258727,9,188,"c,c,c,c,a,p,p,p,c,a,a,p,a,c,p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,a,a,p,a,a,p,a,a,a,a,p,p,p,p,p,p,a,c,p","p,a,a,a,a,a,p,p,p,p,p,c,p,p,p,p,p,p,c,c,p,p,p,p,c,c,p,p,p,p,c,c,p,p,c,c,p,c,c,p,p,p,p,c,c,c,a,c"
"85",1,TRUE,TRUE,7,"depmix1",11,0.615384615384615,0,10,184,"p,c,p,p,c,p,p,p,p,p,p,p,c,c,c,p,p,p,c,p,p,p,p,p,p,a,a,p,c,p,p,p,p,p,c,p,p,c,a,a,a,a,p,a,a,c,p,p,a,a,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"86",1,FALSE,TRUE,7,"depmix1",11,0.173076923076923,-0.0781099324975892,10,184,"p,c,p,p,c,p,p,p,p,p,p,p,c,c,c,p,p,p,c,p,p,p,p,p,p,a,a,p,c,p,p,p,p,p,c,p,p,c,a,a,a,a,p,a,a,c,p,p,a,a,p,p","a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,p,p,a,p,a,a,a,a,a,a,a,a,a"
"87",1,TRUE,FALSE,7,"depmix1",49,0.615384615384615,0,10,184,"p,c,p,p,c,p,p,p,p,p,p,p,c,c,c,p,p,p,c,p,p,p,p,p,p,a,a,p,c,p,p,p,p,p,c,p,p,c,a,a,a,a,p,a,a,c,p,p,a,a,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"88",1,FALSE,FALSE,7,"depmix1",49,0.403846153846154,-0.158045977011494,10,184,"p,c,p,p,c,p,p,p,p,p,p,p,c,c,c,p,p,p,c,p,p,p,p,p,p,a,a,p,c,p,p,p,p,p,c,p,p,c,a,a,a,a,p,a,a,c,p,p,a,a,p,p","p,p,a,p,p,p,p,p,p,p,c,p,p,p,p,p,a,a,p,p,p,a,a,p,p,p,c,a,p,p,p,a,p,p,a,a,a,p,p,p,p,p,p,c,c,p,p,p,p,c,c,p"
"89",1,TRUE,TRUE,8,"depmix1",11,0.68,0,9,186,"p,c,p,p,a,a,a,p,p,p,p,p,p,c,p,p,p,p,a,p,c,p,p,c,p,p,c,p,p,p,p,p,p,p,p,p,a,c,p,p,p,a,a,c,p,p,a,a,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"90",1,FALSE,TRUE,8,"depmix1",11,0.18,-0.025,9,186,"p,c,p,p,a,a,a,p,p,p,p,p,p,c,p,p,p,p,a,p,c,p,p,c,p,p,c,p,p,p,p,p,p,p,p,p,a,c,p,p,p,a,a,c,p,p,a,a,p,p","a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a"
"91",1,TRUE,FALSE,8,"depmix1",49,0.68,0,9,186,"p,c,p,p,a,a,a,p,p,p,p,p,p,c,p,p,p,p,a,p,c,p,p,c,p,p,c,p,p,p,p,p,p,p,p,p,a,c,p,p,p,a,a,c,p,p,a,a,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"92",1,FALSE,FALSE,8,"depmix1",49,0.48,0.0734141126158232,9,186,"p,c,p,p,a,a,a,p,p,p,p,p,p,c,p,p,p,p,a,p,c,p,p,c,p,p,c,p,p,p,p,p,p,p,p,p,a,c,p,p,p,a,a,c,p,p,a,a,p,p","p,p,p,p,p,c,c,p,p,p,p,c,a,p,p,p,p,p,a,p,p,a,p,p,p,a,p,p,p,a,a,p,a,p,c,c,a,p,p,p,c,c,c,c,c,c,a,c,c,c"
"93",1,TRUE,TRUE,9,"depmix1",11,0.75,0,11,188,"p,c,p,p,p,p,p,p,p,p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,p,a,a,c,p,p,p,p,p,p,p,p,p,p,p,p,a,c,p,p,a,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"94",1,FALSE,TRUE,9,"depmix1",11,0.291666666666667,0.0684931506849315,11,188,"p,c,p,p,p,p,p,p,p,p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,p,a,a,c,p,p,p,p,p,p,p,p,p,p,p,p,a,c,p,p,a,p,p,p","p,a,a,a,a,p,p,a,p,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a"
"95",1,TRUE,FALSE,9,"depmix1",49,0.75,0,11,188,"p,c,p,p,p,p,p,p,p,p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,p,a,a,c,p,p,p,p,p,p,p,p,p,p,p,p,a,c,p,p,a,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"96",1,FALSE,FALSE,9,"depmix1",49,0.520833333333333,0.202312138728324,11,188,"p,c,p,p,p,p,p,p,p,p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,p,a,a,c,p,p,p,p,p,p,p,p,p,p,p,p,a,c,p,p,a,p,p,p","c,c,c,p,p,p,p,p,p,p,p,p,c,c,c,c,c,c,a,c,c,c,p,p,p,p,a,a,a,p,c,c,p,p,p,c,c,a,c,c,p,c,p,p,c,a,p,p"
"97",1,TRUE,TRUE,10,"depmix1",11,0.489795918367347,0,12,187,"c,p,a,p,c,a,p,p,c,c,c,c,c,c,c,c,p,p,p,a,c,a,a,a,a,p,p,c,p,p,p,p,p,p,p,p,p,p,p,c,p,p,c,p,p,c,a,a,c","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"98",1,FALSE,TRUE,10,"depmix1",11,0.122448979591837,-0.126737967914439,12,187,"c,p,a,p,c,a,p,p,c,c,c,c,c,c,c,c,p,p,p,a,c,a,a,a,a,p,p,c,p,p,p,p,p,p,p,p,p,p,p,c,p,p,c,p,p,c,a,a,c","a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,p,p,p,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a"
"99",1,TRUE,FALSE,10,"depmix1",49,0.489795918367347,0,12,187,"c,p,a,p,c,a,p,p,c,c,c,c,c,c,c,c,p,p,p,a,c,a,a,a,a,p,p,c,p,p,p,p,p,p,p,p,p,p,p,c,p,p,c,p,p,c,a,a,c","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"100",1,FALSE,FALSE,10,"depmix1",49,0.448979591836735,0.0170876671619613,12,187,"c,p,a,p,c,a,p,p,c,c,c,c,c,c,c,c,p,p,p,a,c,a,a,a,a,p,p,c,p,p,p,p,p,p,p,p,p,p,p,c,p,p,c,p,p,c,a,a,c","a,a,c,p,p,p,p,p,p,p,c,a,a,a,p,p,p,p,p,p,p,p,p,p,p,p,a,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,a,p,p,p,p,p"
"101",1,TRUE,TRUE,11,"depmix1",11,0.692307692307692,0,10,184,"a,a,a,p,p,p,p,p,p,a,c,p,p,p,c,c,p,p,p,p,p,p,p,a,a,c,c,p,c,p,p,p,c,p,p,a,c,p,p,p,c,p,p,p,p,p,p,p,p,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"102",1,FALSE,TRUE,11,"depmix1",11,0.115384615384615,-0.0755395683453237,10,184,"a,a,a,p,p,p,p,p,p,a,c,p,p,p,c,c,p,p,p,p,p,p,p,a,a,c,c,p,c,p,p,p,c,p,p,a,c,p,p,p,c,p,p,p,p,p,p,p,p,p,p,p","p,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"103",1,TRUE,FALSE,11,"depmix1",49,0.692307692307692,0,10,184,"a,a,a,p,p,p,p,p,p,a,c,p,p,p,c,c,p,p,p,p,p,p,p,a,a,c,c,p,c,p,p,p,c,p,p,a,c,p,p,p,c,p,p,p,p,p,p,p,p,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"104",1,FALSE,FALSE,11,"depmix1",49,0.461538461538462,0.0539311241065628,10,184,"a,a,a,p,p,p,p,p,p,a,c,p,p,p,c,c,p,p,p,p,p,p,p,a,a,c,c,p,c,p,p,p,c,p,p,a,c,p,p,p,c,p,p,p,p,p,p,p,p,p,p,p","p,c,c,p,p,p,p,c,a,c,a,a,a,p,p,p,a,a,c,a,p,p,p,p,c,a,c,a,c,c,p,p,p,p,a,a,a,a,p,a,p,p,p,a,p,p,a,p,p,p,p,p"
"105",1,TRUE,TRUE,12,"depmix1",11,0.530612244897959,0,10,187,"p,p,a,a,p,p,p,p,p,c,p,p,p,c,c,a,p,p,p,a,a,p,a,c,a,c,p,p,p,p,p,c,c,c,p,a,a,a,p,p,p,p,p,p,c,a,a,a,a","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"106",1,FALSE,TRUE,12,"depmix1",11,0.163265306122449,-0.222763237979306,10,187,"p,p,a,a,p,p,p,p,p,c,p,p,p,c,c,a,p,p,p,a,a,p,a,c,a,c,p,p,p,p,p,c,c,c,p,a,a,a,p,p,p,p,p,p,c,a,a,a,a","a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,p,a,a,a,a,a,a,a,p,p,p,a"
"107",1,TRUE,FALSE,12,"depmix1",49,0.530612244897959,0,10,187,"p,p,a,a,p,p,p,p,p,c,p,p,p,c,c,a,p,p,p,a,a,p,a,c,a,c,p,p,p,p,p,c,c,c,p,a,a,a,p,p,p,p,p,p,c,a,a,a,a","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"108",1,FALSE,FALSE,12,"depmix1",49,0.36734693877551,0.00458715596330273,10,187,"p,p,a,a,p,p,p,p,p,c,p,p,p,c,c,a,p,p,p,a,a,p,a,c,a,c,p,p,p,p,p,c,c,c,p,a,a,a,p,p,p,p,p,p,c,a,a,a,a","p,p,p,c,c,p,a,c,p,a,a,a,p,p,p,p,p,p,p,p,p,c,c,c,c,a,a,p,p,a,c,p,p,p,p,p,c,c,c,p,c,c,c,a,c,a,a,a,a"
"109",1,TRUE,TRUE,13,"depmix1",11,0.646153846153846,0,10,171,"p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,p,p,c,c,c,c,p,p,p,p,p,p,c,p,p,p,c,p,p,p,c,p,p,a,c,p,p,p,a,c,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"110",1,FALSE,TRUE,13,"depmix1",11,0.246153846153846,0.0327968417856058,10,171,"p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,p,p,c,c,c,c,p,p,p,p,p,p,c,p,p,p,c,p,p,p,c,p,p,a,c,p,p,p,a,c,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,a,p,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,p,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a"
"111",1,TRUE,FALSE,13,"depmix1",49,0.646153846153846,0,10,171,"p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,p,p,c,c,c,c,p,p,p,p,p,p,c,p,p,p,c,p,p,p,c,p,p,a,c,p,p,p,a,c,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
